,Pathogen,Numlist,StudyNum,Study,Author,year,Gene_ID,Virulence_factor,Disease_Variable_Recat,Mutant_dis_mean,Mutant_dis_mean_stand,Mutant_sdcal,Mutant_dis_sd,Mutant_dis_sd_stand,Mutant_N,SE_SD,Wildtype_dis_mean,Wildtype_dis_mean_stand,Wildtype_sdcal,Wildtype_dis_sd,Wildtype_dis_sd_stand,Wildtype_N,Infection_Strategy,Necrotrophic,Saprophytic,Hemibiotrophic,Biotrophic,Class of Host being affected,Fruits,Field,Woody,Ornamental,Mode of transmission,Air,Soil,Water,Host tissue target,Leaves/stem,Fruits/Flower,Root/Vascular,Seeds/grains,Type of disease,Cohen_d,perchange
456,Pyricularia oryzae,494,53,PoRal2 Is Involved in Appressorium Formation and Virulence via Pmk1 MAPK Pathways in the Rice Blast Fungus Pyricularia oryzae,Qu,2021,PoRal2,Enzymes,disease index,12.31671554,12.31671554,17.00879765,4.692082111,4.692082111,3,sd,38.70967742,4.692082111,53.07917889,14.36950147,14.36950147,3,Biotrophic,0,0,0,1,Field,0,1,0,0,Water,0,0,1,Leaves/stem,1,0,0,0,blast disease,0.713333415,1.625
514,Verticillium dahliae,157,17,<i>VdSNF1</i>  the Sucrose Nonfermenting Protein Kinase Gene of <i>Verticillium dahliae</i>  Is Required for Virulence and Expression of Genes Involved in Cell-Wall Degradation,Tzima et al,2011,VdSNF1,Enzymes,disease index,5.055066079,5.055066079,7.63215859,2.577092511,2.577092511,10,sd,34.7907489,2.577092511,0,5.748899,5.748899,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,0.732534146,0.961538461
520,Verticillium dahliae,311,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF4,Zhnag,2018,VdFTF1,TF,colony diameter,9.810874704,0.98108747,10.16548463,0.354609929,0.035460993,48,N/A,11.11111111,1.111111111,0,0.70922,0.070922,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-2.319003251,-0.117021277
528,Verticillium dahliae,315,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF9,Zhnag,2018,VdFTF1,TF,colony diameter,17.61229314,1.761229314,17.84869976,0.236406619,0.023640662,48,N/A,19.73995272,1.973995272,0,0.472813,0.0472813,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-5.6921021,-0.107784431
467,Verticillium dahliae,319,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF14,Zhnag,2018,VdFTF1,TF,colony diameter,24.70449173,2.470449173,25.17730496,0.472813239,0.047281324,48,N/A,26.71394799,2.671394799,0,0.591017,0.0591017,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-3.754670125,-0.075221239
524,Verticillium dahliae,313,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF7,Zhnag,2018,VdFTF1,TF,colony diameter,18.321513,1.8321513,18.91252955,0.591016548,0.059101655,48,N/A,19.73995272,1.973995272,0,0.472813,0.0472813,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-2.650357151,-0.071856288
530,Verticillium dahliae,316,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF10,Zhnag,2018,VdFTF1,TF,colony diameter,18.55791962,1.855791962,19.14893617,0.591016548,0.059101655,48,N/A,19.73995272,1.973995272,0,0.472813,0.0472813,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-2.208630959,-0.05988024
522,Verticillium dahliae,312,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF5,Zhnag,2018,VdFTF1,TF,colony diameter,10.52009456,1.052009456,10.75650118,0.236406619,0.023640662,48,N/A,11.11111111,1.111111111,0,0.70922,0.070922,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-1.11803379,-0.05319149
465,Verticillium dahliae,324,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF20,Zhnag,2018,VdFTF1,TF,colony diameter,33.68794326,3.368794326,34.86997636,1.182033097,0.11820331,48,N/A,35.46099291,3.546099291,0,1.41844,0.141844,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-1.358036032,-0.05
470,Verticillium dahliae,327,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF24,Zhnag,2018,VdFTF1,TF,colony diameter,41.37115839,4.137115839,42.55319149,1.182033097,0.11820331,48,N/A,43.49881797,4.349881797,0,2.12766,0.212766,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-1.236244889,-0.048913044
469,Verticillium dahliae,320,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF15,Zhnag,2018,VdFTF1,TF,colony diameter,25.53191489,2.553191489,26.12293144,0.591016548,0.059101655,48,N/A,26.71394799,2.671394799,0,0.591017,0.0591017,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-1.999999239,-0.044247788
464,Verticillium dahliae,323,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF19,Zhnag,2018,VdFTF1,TF,colony diameter,33.92434988,3.392434988,34.63356974,0.709219858,0.070921986,48,N/A,35.46099291,3.546099291,0,1.41844,0.141844,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-1.370320103,-0.043333333
526,Verticillium dahliae,314,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF8,Zhnag,2018,VdFTF1,TF,colony diameter,19.03073286,1.903073286,19.5035461,0.472813239,0.047281324,48,N/A,19.73995272,1.973995272,0,0.472813,0.0472813,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-1.500000381,-0.035928144
466,Verticillium dahliae,325,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF22,Zhnag,2018,VdFTF1,TF,colony diameter,42.08037825,4.208037825,44.08983452,2.009456265,0.200945626,48,N/A,43.49881797,4.349881797,0,2.12766,0.212766,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.685434504,-0.032608696
518,Verticillium dahliae,310,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF3,Zhnag,2018,VdFTF1,TF,colony diameter,10.75650118,1.075650118,11.22931442,0.472813239,0.047281324,48,N/A,11.11111111,1.111111111,0,0.70922,0.070922,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.588348325,-0.031914894
478,Verticillium dahliae,331,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF29,Zhnag,2018,VdFTF1,TF,colony diameter,42.90780142,4.290780142,44.08983452,1.182033097,0.11820331,48,N/A,44.08983452,4.408983452,0,2.364066,0.2364066,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.632455575,-0.026809652
534,Verticillium dahliae,318,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF13,Zhnag,2018,VdFTF1,TF,colony diameter,26.12293144,2.612293144,26.59574468,0.472813239,0.047281324,48,N/A,26.71394799,2.671394799,0,0.591017,0.0591017,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-1.104314748,-0.022123894
473,Verticillium dahliae,322,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF18,Zhnag,2018,VdFTF1,TF,colony diameter,34.98817967,3.498817967,35.3427896,0.354609929,0.035460993,48,N/A,35.46099291,3.546099291,0,1.41844,0.141844,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.457329475,-0.013333333
472,Verticillium dahliae,328,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF25,Zhnag,2018,VdFTF1,TF,colony diameter,43.14420804,4.314420804,43.97163121,0.827423168,0.082742317,48,N/A,43.49881797,4.349881797,0,2.12766,0.212766,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.21967557,-0.008152174
471,Verticillium dahliae,321,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF17,Zhnag,2018,VdFTF1,TF,colony diameter,35.22458629,3.522458629,36.40661939,1.182033097,0.11820331,48,N/A,35.46099291,3.546099291,0,1.41844,0.141844,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.181071471,-0.006666667
480,Verticillium dahliae,332,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF30,Zhnag,2018,VdFTF1,TF,colony diameter,43.8534279,4.38534279,44.68085106,0.827423168,0.082742317,48,N/A,44.08983452,4.408983452,0,2.364066,0.2364066,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.133481739,-0.00536193
532,Verticillium dahliae,317,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF12,Zhnag,2018,VdFTF1,TF,colony diameter,26.8321513,2.68321513,27.54137116,0.709219858,0.070921986,48,N/A,26.71394799,2.671394799,0,0.591017,0.0591017,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,0.181071436,0.004424779
468,Verticillium dahliae,326,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF23,Zhnag,2018,VdFTF1,TF,colony diameter,43.8534279,4.38534279,44.44444444,0.591016548,0.059101655,48,N/A,43.49881797,4.349881797,0,2.12766,0.212766,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,0.227103308,0.008152174
476,Verticillium dahliae,330,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF28,Zhnag,2018,VdFTF1,TF,colony diameter,45.98108747,4.598108747,46.80851064,0.827423168,0.082742317,48,N/A,44.08983452,4.408983452,0,2.364066,0.2364066,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,1.067853906,0.042895442
474,Verticillium dahliae,329,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF27,Zhnag,2018,VdFTF1,TF,colony diameter,46.69030733,4.669030733,47.5177305,0.827423168,0.082742317,48,N/A,44.08983452,4.408983452,0,2.364066,0.2364066,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,1.468299122,0.058981233
516,Verticillium dahliae,309,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF2,Zhnag,2018,VdFTF1,TF,colony diameter,13.71158392,1.371158392,14.30260047,0.591016548,0.059101655,48,N/A,11.11111111,1.111111111,0,0.70922,0.070922,48,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,3.983572346,0.234042553
528,Verticillium dahliae,315,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF10,Zhnag,2018,M06D06,TF,fungal biomass,0.447,0.447,0.5,0.053,0.053,2,se,0.997,0.997,1,0.003,0.003,2,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-14.65234692,-0.551654965
528,Verticillium dahliae,315,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF15,Zhnag,2018,VdFTF1,TF,fungal biomass,0.338,0.338,0.3688,0.0308,0.0308,2,se,0.994,0.994,1,0.006,0.006,2,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-29.5651509,-0.659959759
528,Verticillium dahliae,315,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF13,Zhnag,2018,VdFTF1,TF,fungal biomass,0.377,0.377,0.419,0.042,0.042,2,se,0.996,0.996,0.9997,0.0037,0.0037,2,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-20.76240375,-0.621485944
528,Verticillium dahliae,315,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF12,Zhnag,2018,VdFTF1,TF,fungal biomass,0.395,0.395,0.413,0.018,0.018,2,se,0.996,0.996,0.9997,0.0037,0.0037,2,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-46.25198433,-0.603413655
528,Verticillium dahliae,315,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF11,Zhnag,2018,VdFTF1,TF,fungal biomass,0.399,0.399,0.413,0.014,0.014,2,se,1.0009,1.0009,1.00065,-0.00025,0.00025,2,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-60.79138992,-0.601358777
528,Verticillium dahliae,315,29,<i>Verticillium dahliae</i> transcription factor VdFTF1 regulates the expression of multiple secreted virulence factors and is required for full virulence in cotton: <i>Verticillium dahliae</i> transcription factor VdFTF14,Zhnag,2018,VdFTF1,TF,fungal biomass,0.42,0.42,0.482,0.062,0.062,2,se,0.996,0.996,0.9997,0.0037,0.0037,2,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-13.11516681,-0.578313253
486,Verticillium dahliae,335,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,60.57142857,60.57142857,71.42857143,10.85714286,10.85714286,3,N/A,52.85714286,10.85714286,0,52.85714286,52.85714286,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,1.302923086,4.578947367
484,Verticillium dahliae,334,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,53.42857143,53.42857143,62.28571429,8.857142857,8.857142857,3,N/A,39.14285714,8.857142857,0,39.14285714,39.14285714,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,1.57063783,5.032258065
487,Verticillium dahliae,342,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,13.71428571,13.71428571,15.71428571,2,2,3,N/A,39.14285714,2,0,39.14285714,39.14285714,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,0.422680412,5.857142855
491,Verticillium dahliae,344,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,28.28571429,28.28571429,32.28571429,4,4,3,N/A,69.71428571,4,0,69.71428571,69.71428571,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,0.491847418,6.071428573
493,Verticillium dahliae,345,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,48.28571429,48.28571429,54.57142857,6.285714286,6.285714286,3,N/A,75.42857143,6.285714286,0,75.42857143,75.42857143,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,0.784739748,6.681818182
482,Verticillium dahliae,333,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,30.28571429,30.28571429,34,3.714285714,3.714285714,3,N/A,19.14285714,3.714285714,0,19.14285714,19.14285714,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,1.927073168,7.153846156
495,Verticillium dahliae,346,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,50,50,55.42857143,5.428571429,5.428571429,3,N/A,87.14285714,5.428571429,0,87.14285714,87.14285714,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,0.721936017,8.210526315
475,Verticillium dahliae,336,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,67.14285714,67.14285714,73.71428571,6.571428571,6.571428571,3,N/A,69.71428571,6.571428571,0,69.71428571,69.71428571,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,1.223320118,9.217391305
499,Verticillium dahliae,348,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,79.42857143,79.42857143,84.85714286,5.428571429,5.428571429,3,N/A,89.42857143,5.428571429,0,89.42857143,89.42857143,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,1.168077726,13.63157895
477,Verticillium dahliae,337,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,74.57142857,74.57142857,79.42857143,4.857142857,4.857142857,3,N/A,75.42857143,4.857142857,0,75.42857143,75.42857143,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,1.304374622,14.35294118
497,Verticillium dahliae,347,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,54.85714286,54.85714286,58,3.142857143,3.142857143,3,N/A,88.28571429,3.142857143,0,88.28571429,88.28571429,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,0.827866071,16.45454545
481,Verticillium dahliae,339,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,84.85714286,84.85714286,89.71428571,4.857142857,4.857142857,3,N/A,88.28571429,4.857142857,0,88.28571429,88.28571429,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,1.279553018,16.47058824
483,Verticillium dahliae,340,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,89.42857143,89.42857143,94,4.571428571,4.571428571,3,N/A,89.42857143,4.571428571,0,89.42857143,89.42857143,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,1.340171655,18.5625
489,Verticillium dahliae,343,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,22.85714286,22.85714286,24,1.142857143,1.142857143,3,N/A,52.85714286,1.142857143,0,52.85714286,52.85714286,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,0.580838467,19
479,Verticillium dahliae,338,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,76.57142857,76.57142857,80.28571429,3.714285714,3.714285714,3,N/A,87.14285714,3.714285714,0,87.14285714,87.14285714,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,1.181302715,19.61538462
485,Verticillium dahliae,341,30,Transcription Factor VdCf2 Regulates Growth Pathogenicity and the Expression of a Putative Secondary Metabolism Gene Cluster in Verticillium dahliae,Liu,2022,VdCf2,TF,disease index,0.571428571,0.571428571,0,,,3,N/A,19.14285714,,0,19.14285714,,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,0.042207943,5713.28571
502,Verticillium dahliae,358,32,Host-Induced Gene Silencing of an Adenylate Kinase Gene Involved in Fungal Energy Metabolism Improves Plant Resistance to Verticillium dahliae,Su,2020,VdAk,Enzymes,fungal biomass,0.075362319,0.075362319,8.70E-02,1.16E-02,1.16E-02,3,sd,0.313043478,0.313043478,0.330434783,1.74E-02,1.74E-02,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-16.08152323,-0.759259259
492,Verticillium dahliae,353,32,Host-Induced Gene Silencing of an Adenylate Kinase Gene Involved in Fungal Energy Metabolism Improves Plant Resistance to Verticillium dahliae,Su,2020,VdAk,Enzymes,fungal biomass,0.266666667,0.266666667,0.284057971,1.74E-02,1.74E-02,3,sd,1.002898551,1.002898551,1.049275362,4.64E-02,4.64E-02,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-21.02118946,-0.734104046
